country,country_code,sector,subsector,btype,bage,topic,feature,type,detail,estimated,value,unit,source,,,,
Bulgaria,bg,Service sector,Trade,Trade,,BUILDING,Area,Number of buildings [Mil.],,0,0.01,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Area,Constructed area [Mm²],,1,3.3241,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Area,Heated area [Mm²],,0,3.3241,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Area,Cooled area [Mm²],,0,0.79732094,Mm²,,,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Area,Number of dwellings/units [Mil.],,1,0.062170501896859,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Area,Number of buildings [Mil.],,0,0.002502314797389,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.027665873344102,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.034504628552757,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Occupancy,Occupied [Mil.],,1,0.057507714254595,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Occupancy,Vacant [Mil.],,1,0.004662787642264,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Construction features (U-values),Walls ,,1,1.6,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Construction features (U-values),Windows,,1,3.1,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Construction features (U-values),Roof ,,1,1,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,BUILDING,Construction features (U-values),Floor ,,1,1,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,ENERGY,Useful energy demand,Space heating [kWh/m² year],,1,65.958028281706,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,0,87.9839707588606,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,2.40005092629804,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,100.256202988193,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,18.4766338593607,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,4.80010185259608,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,0.227229091095326,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.070151462270387,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,0.349217662921267,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,Before 1945,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.014731807076781,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Area,Constructed area [Mm²],,0,2.86,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Area,Heated area [Mm²],,0,2.86,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Area,Cooled area [Mm²],,0,0.651872,Mm²,,,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Area,Number of dwellings/units [Mil.],,1,0.053490459199488,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Area,Number of buildings [Mil.],,0,0.002152949767015,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.023803254343772,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.029687204855716,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Occupancy,Occupied [Mil.],,1,0.049478674759526,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Occupancy,Vacant [Mil.],,1,0.004011784439962,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Construction features (U-values),Walls ,,1,1.61,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Construction features (U-values),Windows,,1,2.87,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Construction features (U-values),Roof ,,1,1.25,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,BUILDING,Construction features (U-values),Floor ,,1,1.04,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,ENERGY,Useful energy demand,Space heating [kWh/m² year],,0,67.1538322295613,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,0,109.979963448576,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,2.40005092629804,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,102.073824988933,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,23.0957923242009,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,4.80010185259608,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,0.198924105825758,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.07169285873315,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,0.305659430766774,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1945 - 1969,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.015055500333962,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Area,Constructed area [Mm²],,0,1.29,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Area,Heated area [Mm²],,0,1.29,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Area,Cooled area [Mm²],,0,0.159834,Mm²,,,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Area,Number of dwellings/units [Mil.],,1,0.024126815513056,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Area,Number of buildings [Mil.],,0,0.000971085734073,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.01073643290331,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.013390382609746,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Occupancy,Occupied [Mil.],,1,0.022317304349577,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Occupancy,Vacant [Mil.],,1,0.001809511163479,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Construction features (U-values),Walls ,,1,1.49,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Construction features (U-values),Windows,,1,2.76,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Construction features (U-values),Roof ,,1,1.15,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,BUILDING,Construction features (U-values),Floor ,,1,0.95,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,ENERGY,Useful energy demand,Space heating [kWh/m² year],,0,65.3286577828347,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,1,110.531020949644,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,2.40005092629804,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,99.2995598299088,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,23.2115143994253,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,4.80010185259608,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,0.087370034234781,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.017666615202466,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,0.134288563570431,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1970 - 1979,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.003709989192518,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Area,Constructed area [Mm²],,0,1.46,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Area,Heated area [Mm²],,0,1.46,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Area,Cooled area [Mm²],,0,0.213112,Mm²,,,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Area,Number of dwellings/units [Mil.],,1,0.027306318332606,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Area,Number of buildings [Mil.],,0,0.001099058272672,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.01215131165801,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.015155006674596,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Occupancy,Occupied [Mil.],,1,0.02525834445766,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Occupancy,Vacant [Mil.],,1,0.002047973874945,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Construction features (U-values),Walls ,,1,1.24,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Construction features (U-values),Windows,,1,2.7,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Construction features (U-values),Roof ,,1,1.05,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,BUILDING,Construction features (U-values),Floor ,,1,0.71,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,ENERGY,Useful energy demand,Space heating [kWh/m² year],,0,61.0489383905103,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,0,111.082078450713,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,2.40005092629804,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,92.7943863535756,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,23.3272364746497,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,4.80010185259608,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,0.09263552440254,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.023672923902788,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,0.142487952781011,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1980 - 1989,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.004971314019586,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Area,Constructed area [Mm²],,0,1.83,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Area,Heated area [Mm²],,0,1.83,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Area,Cooled area [Mm²],,0,0.32907,Mm²,,,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Area,Number of dwellings/units [Mil.],,1,0.034226412704567,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Area,Number of buildings [Mil.],,0,0.001377586739034,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.015230753653533,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.018995659051035,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Occupancy,Occupied [Mil.],,1,0.031659431751725,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Occupancy,Vacant [Mil.],,1,0.002566980952843,1e6 dimensionless,Own calculations,,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Construction features (U-values),Walls ,,1,1,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Construction features (U-values),Windows,,1,2.67,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Construction features (U-values),Roof ,,1,0.55,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,BUILDING,Construction features (U-values),Floor ,,1,0.56,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,ENERGY,Useful energy demand,Space heating [kWh/m² year],,0,70.8041811230145,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,0,128.855211002827,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,2.40005092629804,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,107.622355306982,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,27.0595943105937,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,4.80010185259608,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,0.133963744650242,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Bulgaria,bg,Service sector,Trade,Trade,1990 - 1999,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.0424023842847,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
