country,country_code,sector,subsector,btype,bage,topic,feature,type,detail,estimated,value,unit,source,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Area,Cooled area [Mm²],,0,3.552527,Mm²,,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Area,Number of dwellings/units [Mil.],,0,0.684486724193307,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Area,Number of buildings [Mil.],,0,0.25,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.500359795385307,1e6 dimensionless,P. Melograno, S. Pezzutto. Italian country report. IEA. 2010,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.097881601559643,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Tenure/ownership status and distribution,Social housing  -  dwellings/units [Mil.],,0,0.086245327248357,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Occupancy,Occupied [Mil.],,0,0.655795663897779,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Occupancy,Vacant [Mil.],,0,0.006844867241933,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Occupancy,Secondary dwellings/ units and others [Mil.],,1,0.021846193053595,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Construction features (U-values),Walls ,,0,0.59,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Construction features (U-values),Windows,,1,2.5,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Construction features (U-values),Roof ,,0,0.57,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,BUILDING,Construction features (U-values),Floor ,,0,0.63,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,WALLS,construction material,brick,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,WALLS,construction methodology,honeycomb bricks / hollow blocks wall,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,WALLS,construction methodology,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,WINDOWS,construction material,wood,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,WINDOWS,construction methodology,double glazing,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ROOF,construction material,concrete + bricks,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ROOF,construction material,tilted roof,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ROOF,construction material,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,FLOOR,construction material,concrete + bricks,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,FLOOR,construction methodology,concrete slab,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,FLOOR,construction methodology,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ENERGY,Useful energy demand,Space heating [kWh/m² year],,0,129.353073064595,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,0,41.8435677103383,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,16.699733545887,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,140.244601816634,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,39.8518138873262,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,20.8746669323587,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,4.91986538494635,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.148650404067305,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,5.47042179530708,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,1990 - 1999,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.141574644833701,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Area,Constructed area [Mm²],,0,43.7347665770889,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Area,Heated area [Mm²],,0,28.1461283857259,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Area,Cooled area [Mm²],,0,3.156098,Mm²,,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Area,Number of dwellings/units [Mil.],,0,0.605700576925769,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Area,Number of buildings [Mil.],,0,0.22,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.442767121732737,1e6 dimensionless,P. Melograno, S. Pezzutto. Italian country report. IEA. 2010,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.086615182500385,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Tenure/ownership status and distribution,Social housing  -  dwellings/units [Mil.],,0,0.076318272692647,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Occupancy,Occupied [Mil.],,0,0.580311929988761,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Occupancy,Vacant [Mil.],,0,0.006057005769258,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Occupancy,Secondary dwellings/ units and others [Mil.],,1,0.019331641167751,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Construction features (U-values),Walls ,,1,0.46,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Construction features (U-values),Windows,,1,2.35,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Construction features (U-values),Roof ,,1,0.42,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,BUILDING,Construction features (U-values),Floor ,,1,0.48,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,WALLS,construction material,brick,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,WALLS,construction methodology,honeycomb bricks / hollow blocks wall,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,WALLS,construction methodology,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,WINDOWS,construction material,wood,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,WINDOWS,construction methodology,double glazing,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ROOF,construction material,concrete + bricks,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ROOF,construction material,tilted roof,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ROOF,construction material,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,FLOOR,construction material,concrete + bricks,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,FLOOR,construction methodology,concrete slab,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,FLOOR,construction methodology,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ENERGY,Useful energy demand,Space heating [kWh/m² year],,1,118.652155909112,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,1,41.8196160402122,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,16.699733545887,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,128.642667436659,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,39.8290023166981,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,20.8746669323587,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,4.06995776198997,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.131986806545282,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,4.53374171921562,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,2000 - 2010,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.125704234553726,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Area,Constructed area [Mm²],,1,37.797637647647,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Area,Heated area [Mm²],,0,24.3279607712018,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Area,Cooled area [Mm²],,0,2.727648,Mm²,,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Area,Number of dwellings/units [Mil.],,0,0.522117779274327,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Area,Number of buildings [Mil.],,0,0.19,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.381668096649533,1e6 dimensionless,P. Melograno, S. Pezzutto. Italian country report. IEA. 2010,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.074662842436229,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Tenure/ownership status and distribution,Social housing  -  dwellings/units [Mil.],,0,0.065786840188565,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Occupancy,Occupied [Mil.],,0,0.500232602897559,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Occupancy,Vacant [Mil.],,0,0.005221177792743,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Occupancy,Secondary dwellings/ units and others [Mil.],,1,0.016663998584025,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Construction features (U-values),Walls ,,0,0.34,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Construction features (U-values),Windows,,0,2.2,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Construction features (U-values),Roof ,,0,0.28,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,BUILDING,Construction features (U-values),Floor ,,0,0.33,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,WALLS,construction material,brick,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,WALLS,construction methodology,honeycomb bricks / hollow blocks wall,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,WALLS,construction methodology,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,WINDOWS,construction material,wood,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,WINDOWS,construction methodology,double glazing,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,WINDOWS,construction methodology,,low-e,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ROOF,construction material,concrete + bricks,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ROOF,construction material,tilted roof,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ROOF,construction material,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,FLOOR,construction material,concrete + bricks,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,FLOOR,construction methodology,concrete slab,,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,FLOOR,construction methodology,,insulation,0,1,dimensionless,Source residential part: Own calculations,,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ENERGY,Useful energy demand,Space heating [kWh/m² year],,1,107.951238753628,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,1,41.7956643700861,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,1,16.699733545887,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,117.040733056683,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,39.80619074607,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,20.8746669323587,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,3.25744397898059,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.114003860327737,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,3.6263754591603,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Single family- Terraced houses,Single family- Terraced houses,Post 2010,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.108577276576136,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,,BUILDING,Area,Number of dwellings/units [Mil.],,0,15.1835332902121,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,,BUILDING,Area,Number of buildings [Mil.],,0,9.28360426121294,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,11.0991628351451,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,2.17124526050033,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,,BUILDING,Tenure/ownership status and distribution,Social housing  -  dwellings/units [Mil.],,0,1.91312519456673,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,,BUILDING,Occupancy,Occupied [Mil.],,0,10.9226344936709,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,Before 1945,BUILDING,Area,Constructed area [Mm²],,1,186.500843697269,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,Before 1945,BUILDING,Area,Heated area [Mm²],,0,119.958992581714,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,Before 1945,BUILDING,Area,Cooled area [Mm²],,0,13.458742,Mm²,,,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,Before 1945,BUILDING,Area,Number of dwellings/units [Mil.],,0,3.19765333556091,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,Before 1945,BUILDING,Area,Number of buildings [Mil.],,0,0.8,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,Before 1945,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,2.33748458829502,1e6 dimensionless,P. Melograno, S. Pezzutto. Italian country report. IEA. 2010,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,Before 1945,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.45726442698521,1e6 dimensionless,Own calculations,,,,
Italy,it,Residential sector,Multifamily houses,Multifamily houses,Before 1945,BUILDING,Tenure/ownership status and distribution,Social housing  -  dwellings/units [Mil.],,0,0.402904320280674,1e6 dimensionless,Own calculations,,,,
